Crop	Scientific name 	Dependence on pollinators	Dependence rate	Pollinator group	Order	Family	Species	reference	doi/link	Obs
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigonisca unidentada	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigonisca vitrifrons	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Colletidae	Hylaeus sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Formicidae*	Formicidae spp.	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Halictidae	Augochlora sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Halictidae	Augochlorodes sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Halictidae	Augochloropsis sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Halictidae	Dialictus sp.1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Halictidae	Habralictus sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, ants, beetles, flies, butterflies, bugs	Hymenoptera	Halictidae	Neocorynura sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Halictidae	Pereiapis sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Halictidae	Temnosoma sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Halictidae	Undetermined	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Brachygastra scutellaris	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Polistes infuscatus	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Polybia bicyttarela	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Polybia bistriata	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Polybia sp. 2	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Polybia occidentalis	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Polybia rejecta	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Protopolybia acutiscutis	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Protopolybia bituberculata	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Protopolybia chartegoides	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Protopolybia diligens	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Vespidae	Undetermined	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Lepidoptera	undetermined	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Lepidoptera	undetermined	Undetermined	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Neuroptera	undetermined	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Chiroptera 	Phyllostomidae	Anoura geoffroyii	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Chiroptera 	Phyllostomidae	Carollia perspicillata	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Chiroptera 	Phyllostomidae	Glossophaga soricina	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Chiroptera 	Phyllostomidae	Phyllostomus discolor	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Chiroptera 	Phyllostomidae	Platyrrhinus lineatus	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Hymenoptera 	Apidae	Apis mellifera	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Hymenoptera 	Apidae	Bombus sp.	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Hymenoptera 	Apidae	Centris sp.	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Hymenoptera 	Apidae	Epicharis sp.	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Hymenoptera 	Apidae	Trigona sp.	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Hymenoptera 	Apidae	Xylocopa sp.	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Hymenoptera 	Vespidae	Polybia sp.	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Lepidoptera 	Erebidae	Cyclopis caecutiens	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Lepidoptera 	Erebidae	Thysania zenobia	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Lepidoptera 	Sphingidae	Agrius cingulatus	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Lepidoptera 	Sphingidae	Cocytius antaeus	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Lepidoptera 	Sphingidae	Erinnyis ello	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Lepidoptera 	Sphingidae	Pseudosphinx tetrio	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Cardinalidae	Pitanga flava	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Coerebidae	Coereba flaveola	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Corvidae	Cyanocorax cristatellus	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Icteridae	Molothrus bonariensis	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Thraupidae	Coereba flaveola	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Thraupidae	Dacnis cayana	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Thraupidae	Hemithraupis guira	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Thraupidae	Ramphocelus carbo	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Thraupidae	Tachyphonus rufus	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Thraupidae	Tangara cayana	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Thraupidae	Tersina viridis 	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Thraupidae	Traupis palmarum	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Thraupidae	Traupis sayaca	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Passeriformes	Tyrannidae	Elaenia sp.	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Apodiformes 	Trochilidae	Amazilia fimbriata	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Apodiformes 	Trochilidae	Colibri serrirostris	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Apodiformes 	Trochilidae	Eupetomena macroura	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Apodiformes 	Trochilidae	Phaethornis petrei	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Pequi (fruit)	Caryocar brasiliense	Essential	0.95	Bats, moths, bees, birds	Apodiformes 	Trochilidae	Thalurania furcata	Gribel & Hay 1993; Melo 2001; Coelho et al. 2013	https://doi.org/10.1017/S0266467400007173; https://doi.org/10.1590/S0034-71082001000200014; https://dialnet.unirioja.es/descarga/articulo/4204089.pdf	
Piassava (fiber)	Attalea funifera	No increase	0	Beetles, flies, bees	Coleoptera	Scarabaeidae	Cyclocephala distincta	Voeks 2002	https://doi.org/10.1017/S0266467402002079	
Piassava (fiber)	Attalea funifera	No increase	0	Beetles, flies, bees	Coleoptera	Curculionidae	Dialomia campestris	Voeks 2002	https://doi.org/10.1017/S0266467402002079	
Piassava (fiber)	Attalea funifera	No increase	0	Beetles, flies, bees	Coleoptera	Curculionidae	Petalochilus faldermanni	Voeks 2002	https://doi.org/10.1017/S0266467402002079	
Piassava (fiber)	Attalea funifera	No increase	0	Beetles, flies, bees	Coleoptera	Curculionidae	Phyllotrox tatianae	Voeks 2002	https://doi.org/10.1017/S0266467402002079	
